Estabelecimento	Data	Série	Número do Documento	Participante	CFOP	Tributo	CST	Alíquota	Base de Cálculo	Valor Tributado	Valor Isento	Valor Outros
1	8/12/2011	5	0076329	1.43801E+12		IPI	50	8.00	92.59	7.41	0.00	0.00
1	8/12/2011	5	0076329	1.43801E+12		PIS	01	0.00	187.01	3.09	0.00	0.00
1	8/12/2011	5	0076329	1.43801E+12		PIS	02	0.00	93.50	1.54	0.00	0.00
1	8/12/2011	5	0076329	1.43801E+12		COFINS	01	0.00	280.51	21.33	0.00	0.00
1	8/12/2011	5	0076330	70	6925	ICMS	00	25.00	776.68	194.17	0.00	0.00
1	8/12/2011	5	0076330	70	6925	IPI	51	0.00	0.00	0.00	0.00	312.00
1	8/12/2011	5	0076330	70	6925	IPI	50	8.00	430.26	34.42	0.00	0.00
1	8/12/2011	5	0076330	70	6925	PIS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076330	70	6925	COFINS	04	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076330	70	6925	COFINS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076331	70		ICMS	00	25.00	563.10	140.78	0.00	0.00
1	8/12/2011	5	0076331	70		IPI	51	0.00	0.00	0.00	0.00	563.10
1	8/12/2011	5	0076331	70		PIS	01	0.00	257.10	4.24	0.00	0.00
1	8/12/2011	5	0076331	70		PIS	02	0.00	306.00	5.05	0.00	0.00
1	8/12/2011	5	0076331	70		COFINS	01	0.00	563.10	42.80	0.00	0.00
1	8/12/2011	5	0076332	14	7101	ICMS	41	0.00	0.00	0.00	236.75	0.00
1	8/12/2011	5	0076332	14	7101	IPI	52	0.00	0.00	0.00	236.75	0.00
1	8/12/2011	5	0076332	14	7101	PIS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076332	14	7101	COFINS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076333	1.43801E+12		ICMS	00	25.00	94.42	23.61	0.00	0.00
1	8/12/2011	5	0076333	1.43801E+12		IPI	51	0.00	0.00	0.00	0.00	94.42
1	8/12/2011	5	0076333	1.43801E+12		PIS	01	0.00	94.42	1.56	0.00	0.00
1	8/12/2011	5	0076333	1.43801E+12		COFINS	01	0.00	94.42	7.18	0.00	0.00
1	8/12/2011	5	0076334	1.43801E+12		ICMS	00	25.00	96.25	24.06	0.00	0.00
1	8/12/2011	5	0076334	1.43801E+12		IPI	51	0.00	0.00	0.00	0.00	96.25
1	8/12/2011	5	0076334	1.43801E+12		PIS	01	0.00	96.25	1.59	0.00	0.00
1	8/12/2011	5	0076334	1.43801E+12		COFINS	01	0.00	96.25	7.32	0.00	0.00
1	8/12/2011	5	0076335	13	6118	ICMS	40	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076335	13	6118	IPI	50	8.00	10100.00	808.00	0.00	0.00
1	8/12/2011	5	0076335	13	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076335	13	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076336	12704	5101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076336	12704	5101	IPI	50	5.00	4.00	0.20	0.00	0.00
1	8/12/2011	5	0076336	12704	5101	PIS	01	0.00	4.00	0.07	0.00	0.00
1	8/12/2011	5	0076336	12704	5101	COFINS	01	0.00	4.00	0.30	0.00	0.00
1	8/12/2011	5	0076337	13	6118	ICMS	90	0.00	0.00	0.00	0.00	1090.80
1	8/12/2011	5	0076337	13	6118	PIS	08	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076337	13	6118	COFINS	08	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076338	70		ICMS	00	25.00	101.00	25.25	0.00	0.00
1	8/12/2011	5	0076338	70		IPI	50	8.00	101.00	8.08	0.00	0.00
1	8/12/2011	5	0076338	70		PIS	01	0.00	101.00	1.67	0.00	0.00
1	8/12/2011	5	0076338	70		COFINS	01	0.00	101.00	7.68	0.00	0.00
1	8/12/2011	5	0076339	13	6118	ICMS	90	0.00	0.00	0.00	0.00	2181.60
1	8/12/2011	5	0076339	13	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076339	13	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076340	12704	5101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076340	12704	5101	IPI	50	5.00	4.00	0.20	0.00	0.00
1	8/12/2011	5	0076340	12704	5101	PIS	01	0.00	4.00	0.07	0.00	0.00
1	8/12/2011	5	0076340	12704	5101	COFINS	01	0.00	4.00	0.30	0.00	0.00
1	8/12/2011	5	0076341	1.43801E+12		ICMS	00	25.00	92.59	23.15	0.00	0.00
1	8/12/2011	5	0076341	1.43801E+12		IPI	50	8.00	92.59	7.41	0.00	0.00
1	8/12/2011	5	0076341	1.43801E+12		PIS	01	0.00	92.59	1.53	0.00	0.00
1	8/12/2011	5	0076341	1.43801E+12		COFINS	01	0.00	92.59	7.04	0.00	0.00
1	8/12/2011	5	0076342	13		ICMS	00	25.00	560.00	140.00	0.00	0.00
1	8/12/2011	5	0076342	13		IPI	51	0.00	0.00	0.00	0.00	560.00
1	8/12/2011	5	0076342	13		PIS	01	0.00	560.00	9.24	0.00	0.00
1	8/12/2011	5	0076342	13		COFINS	01	0.00	560.00	42.56	0.00	0.00
1	8/12/2011	5	0076343	14	7101	ICMS	41	0.00	0.00	0.00	331.45	0.00
1	8/12/2011	5	0076343	14	7101	IPI	52	0.00	0.00	0.00	331.45	0.00
1	8/12/2011	UN	0120811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	UN	0120811	12704	1902	ICMS	00	17.00	2000.00	340.00	0.00	0.00
1	8/12/2011	UN	0120811	12704	1902	IPI	49	5.00	2000.00	100.00	0.00	0.00
1	8/12/2011	UN	0120811	12704	1101	PIS	06	0.00	2500.00	41.25	0.00	0.00
1	8/12/2011	UN	0120811	12704	1902	PIS	06	0.00	2000.00	0.00	0.00	0.00
1	8/12/2011	UN	0120811	12704	1101	COFINS	06	0.00	2500.00	190.00	0.00	0.00
1	8/12/2011	UN	0120811	12704	1902	COFINS	06	0.00	2000.00	0.00	0.00	0.00
1	8/12/2011	UN	0120812	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	UN	0120812	12704	1902	ICMS	00	17.00	500.00	85.00	0.00	0.00
1	8/12/2011	UN	0120812	12704	1902	IPI	49	5.00	500.00	25.00	0.00	0.00
1	8/12/2011	UN	0120812	12704	1101	PIS	06	0.00	50.00	0.83	0.00	0.00
1	8/12/2011	UN	0120812	12704	1902	PIS	06	0.00	500.00	0.00	0.00	0.00
1	8/12/2011	UN	0120812	12704	1101	COFINS	06	0.00	50.00	3.80	0.00	0.00
1	8/12/2011	UN	0120812	12704	1902	COFINS	06	0.00	500.00	0.00	0.00	0.00
1	8/12/2011	1	12345678	12704	1902	ICMS	00	17.00	100000.00	17000.00	0.00	0.00
1	8/12/2011	1	12345678	12704	1902	IPI	49	5.00	100000.00	5000.00	0.00	0.00
1	8/12/2011	1	12345678	12704	1902	PIS	06	0.00	100000.00	0.00	0.00	0.00
1	8/12/2011	1	12345678	12704	1902	COFINS	06	0.00	100000.00	0.00	0.00	0.00
1	8/12/2011	UN	9120812	12704	1902	ICMS	00	17.00	50.00	8.50	0.00	0.00
1	8/12/2011	UN	9120812	12704	1902	IPI	49	5.00	50.00	2.50	0.00	0.00
1	8/12/2011	UN	9120812	12704	1902	PIS	06	0.00	50.00	0.00	0.00	0.00
1	8/12/2011	UN	9120812	12704	1902	COFINS	06	0.00	50.00	0.00	0.00	0.00
1	8/15/2011	11	0290852	13	6403	ICMS	90	0.00	0.00	0.00	0.00	2562.00
1	8/15/2011	11	0290852	13	6403	IPI	51	0.00	0.00	0.00	0.00	1890.00
1	8/15/2011	11	0290852	13	6403	IPI	53	5.00	0.00	0.00	0.00	640.00
1	8/15/2011	11	0290852	13	6403	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/15/2011	11	0290852	13	6403	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/15/2011	11	0290853	1.43801E+12	6403	ICMS	90	0.00	0.00	0.00	0.00	242.92
1	8/15/2011	11	0290853	1.43801E+12	6403	IPI	51	0.00	0.00	0.00	0.00	242.92
1	8/15/2011	11	0290853	1.43801E+12	6403	PIS	01	1.65	242.92	4.01	0.00	0.00
1	8/15/2011	11	0290853	1.43801E+12	6403	COFINS	01	7.60	242.92	18.46	0.00	0.00
1	8/15/2011	11	0290854	1.43801E+12	6403	ICMS	90	0.00	0.00	0.00	0.00	223.68
1	8/15/2011	11	0290854	1.43801E+12	6403	ICMS/ST	90	0.00	244.00	84.64	0.00	0.00
1	8/15/2011	11	0290854	1.43801E+12	6403	IPI	51	0.00	0.00	0.00	0.00	223.68
1	8/15/2011	11	0290854	1.43801E+12	6403	PIS	01	1.65	223.68	3.69	0.00	0.00
1	8/15/2011	11	0290854	1.43801E+12	6403	COFINS	01	7.60	223.68	17.00	0.00	0.00
1	8/16/2011	1	0000896	13	2101	ICMS	00	7.00	3000.00	210.00	0.00	0.00
1	8/16/2011	1	0000896	13	2101	IPI	01	0.00	3000.00	0.00	0.00	0.00
1	8/16/2011	1	0000896	13	2101	PIS	07	0.00	3000.00	0.00	0.00	0.00
1	8/16/2011	1	0000896	13	2101	COFINS	07	0.00	3000.00	0.00	0.00	0.00
1	8/16/2011	1	0001353	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/16/2011	1	0001353	12704	1101	PIS	06	0.00	100.00	1.65	0.00	0.00
1	8/16/2011	1	0001353	12704	1101	COFINS	06	0.00	100.00	7.60	0.00	0.00
1	8/16/2011	1	0001355	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/16/2011	1	0001355	12704	1101	PIS	06	0.00	110.00	1.82	0.00	0.00
1	8/16/2011	1	0001355	12704	1101	COFINS	06	0.00	110.00	8.36	0.00	0.00
1	8/16/2011	1	0001357	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/16/2011	1	0001357	12704	1101	PIS	06	0.00	125.00	2.06	0.00	0.00
1	8/16/2011	1	0001357	12704	1101	COFINS	06	0.00	125.00	9.50	0.00	0.00
1	8/16/2011	1	0001359	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/16/2011	1	0001359	12704	1101	PIS	06	0.00	155.00	2.56	0.00	0.00
1	8/16/2011	1	0001359	12704	1101	COFINS	06	0.00	155.00	11.78	0.00	0.00
1	8/16/2011	1	0160801	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/16/2011	1	0160801	12704	1101	PIS	06	0.00	1000.00	16.50	0.00	0.00
1	8/16/2011	1	0160801	12704	1101	COFINS	06	0.00	1000.00	76.00	0.00	0.00
1	8/25/2011	UN	0160815	1	3101	IPI	01	0.00	0.00	0.00	0.00	11.92
1	8/25/2011	UN	0160815	1	3101	PIS IMP	06	0.00	11.92	0.00	0.00	0.00
1	8/16/2011	1	0160810	12704	1101	ICMS	00	17.00	1000.00	170.00	0.00	0.00
1	8/16/2011	1	0160810	12704	1101	IPI	49	5.00	1000.00	50.00	0.00	0.00
1	8/16/2011	1	0160810	12704	1101	PIS	06	0.00	1000.00	0.00	0.00	0.00
1	8/16/2011	1	0160810	12704	1101	COFINS	06	0.00	1000.00	0.00	0.00	0.00
1	8/16/2011	UN	0160811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/16/2011	UN	0160811	12704	1902	ICMS	00	17.00	320.62	54.51	0.00	0.00
1	8/16/2011	UN	0160811	12704	1902	IPI	49	5.00	320.62	16.03	0.00	0.00
1	8/16/2011	UN	0160811	12704	1101	PIS	06	0.00	320.62	5.29	0.00	0.00
1	8/16/2011	UN	0160811	12704	1902	PIS	06	0.00	320.62	0.00	0.00	0.00
1	8/16/2011	UN	0160811	12704	1101	COFINS	06	0.00	320.62	24.37	0.00	0.00
1	8/16/2011	UN	0160811	12704	1902	COFINS	06	0.00	320.62	0.00	0.00	0.00
1	8/25/2011	UN	0160815	1	3101	COFINS IMP	06	0.00	11.92	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000043	90000035		ICMS	40	0.00	0.00	0.00	53185.45	0.00
1	8/17/2011	GRAOS	0000043	90000035		IPI	02	0.00	0.00	0.00	53185.45	0.00
1	8/17/2011	GRAOS	0000043	90000035		PIS	06	0.00	53185.45	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000043	90000035		COFINS	06	0.00	53185.45	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000044	90000035		ICMS	40	0.00	0.00	0.00	53185.45	0.00
1	8/17/2011	GRAOS	0000044	90000035		IPI	02	0.00	0.00	0.00	53185.45	0.00
1	8/17/2011	GRAOS	0000044	90000035		PIS	06	0.00	53185.45	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000044	90000035		COFINS	06	0.00	53185.45	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000045	90000035		ICMS	40	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000045	90000035		IPI	49	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000045	90000035		PIS	06	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000045	90000035		COFINS	06	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000046	90000035		ICMS	40	0.00	0.00	0.00	13618.84	0.00
1	8/17/2011	GRAOS	0000046	90000035		IPI	02	0.00	0.00	0.00	13618.84	0.00
1	8/17/2011	GRAOS	0000046	90000035		PIS	06	0.00	13618.84	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000046	90000035		COFINS	06	0.00	13618.84	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000123	90000035		ICMS	40	0.00	0.00	0.00	60300.00	0.00
1	8/17/2011	GRAOS	0000123	90000035		IPI	02	0.00	0.00	0.00	60300.00	0.00
1	8/17/2011	GRAOS	0000123	90000035		PIS	06	0.00	60300.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000123	90000035		COFINS	06	0.00	60300.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000345	90000035		ICMS	40	0.00	0.00	0.00	60300.00	0.00
1	8/17/2011	GRAOS	0000345	90000035		IPI	02	0.00	0.00	0.00	60300.00	0.00
1	8/17/2011	GRAOS	0000345	90000035		PIS	06	0.00	60300.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0000345	90000035		COFINS	06	0.00	60300.00	0.00	0.00	0.00
1	8/17/2011	1	0001362	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	1	0001362	12704	1101	PIS	06	0.00	275.00	4.54	0.00	0.00
1	8/17/2011	1	0001362	12704	1101	COFINS	06	0.00	275.00	20.90	0.00	0.00
1	8/17/2011	1	0001363	12704	1101	ICMS	00	17.00	275.00	46.75	0.00	0.00
1	8/17/2011	1	0001363	12704	1101	IPI	49	5.00	275.00	13.75	0.00	0.00
1	8/17/2011	1	0001363	12704	1101	PIS	06	0.00	275.00	4.54	0.00	0.00
1	8/17/2011	1	0001363	12704	1101	COFINS	06	0.00	275.00	20.90	0.00	0.00
1	8/17/2011	1	0001364	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	1	0001364	12704	1101	PIS	06	0.00	272.00	4.49	0.00	0.00
1	8/17/2011	1	0001364	12704	1101	COFINS	06	0.00	272.00	20.67	0.00	0.00
1	8/17/2011	1	0001365	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	1	0001365	12704	1101	PIS	06	0.00	300.00	4.95	0.00	0.00
1	8/17/2011	1	0001365	12704	1101	COFINS	06	0.00	300.00	22.80	0.00	0.00
1	8/17/2011	1	0001370	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	1	0001370	12704	1101	PIS	06	0.00	360.00	5.94	0.00	0.00
1	8/17/2011	1	0001370	12704	1101	COFINS	06	0.00	360.00	27.36	0.00	0.00
1	8/17/2011	1	0001374	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	1	0001374	12704	1101	PIS	06	0.00	160.00	2.64	0.00	0.00
1	8/17/2011	1	0001374	12704	1101	COFINS	06	0.00	160.00	12.16	0.00	0.00
1	8/17/2011	1	0001375	12704	1902	ICMS	00	17.00	160.00	27.20	0.00	0.00
1	8/17/2011	1	0001375	12704	1902	IPI	49	5.00	160.00	8.00	0.00	0.00
1	8/17/2011	1	0001375	12704	1902	PIS	06	0.00	160.00	2.64	0.00	0.00
1	8/17/2011	1	0001375	12704	1902	COFINS	06	0.00	160.00	12.16	0.00	0.00
1	8/17/2011	UN	0001802	1.43801E+12	2551	ICMS	90	17.00	0.00	0.00	0.00	5000.00
1	8/17/2011	UN	0001802	1.43801E+12	2551	IPI	49	0.00	0.00	0.00	0.00	5000.00
1	8/17/2011	UN	0001802	1.43801E+12	2551	PIS	06	0.00	5000.00	250.00	0.00	0.00
1	8/17/2011	UN	0001802	1.43801E+12	2551	COFINS	06	0.00	5000.00	500.00	0.00	0.00
1	8/30/2011	UN	0003008	1	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	UN	0001803	1.43801E+12	2551	ICMS	90	17.00	0.00	0.00	0.00	1000.00
1	8/17/2011	UN	0001803	1.43801E+12	2551	IPI	49	0.00	0.00	0.00	0.00	1000.00
1	8/17/2011	UN	0001803	1.43801E+12	2551	PIS	08	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	UN	0001803	1.43801E+12	2551	COFINS	08	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0008765	90000035		ICMS	40	0.00	0.00	0.00	60300.00	0.00
1	8/17/2011	GRAOS	0008765	90000035		IPI	02	0.00	0.00	0.00	60300.00	0.00
1	8/17/2011	GRAOS	0008765	90000035		PIS	06	0.00	60300.00	0.00	0.00	0.00
1	8/17/2011	GRAOS	0008765	90000035		COFINS	06	0.00	60300.00	0.00	0.00	0.00
1	8/30/2011	UN	0003008	1	1101	ICMS	00	17.00	10.00	1.70	0.00	0.00
1	8/17/2011	UN	0160810	14	3101	ICMS	00	17.00	291.66	49.58	0.00	0.00
1	8/17/2011	UN	0160810	14	3101	IPI	00	5.00	291.66	14.58	0.00	0.00
1	8/17/2011	UN	0160810	14	3101	PIS IMP	08	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	UN	0160810	14	3101	COFINS IMP	08	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	1	0170801	90000033		ICMS	40	0.00	0.00	0.00	13500.00	0.00
1	8/17/2011	1	0170801	90000033		IPI	02	0.00	0.00	0.00	13500.00	0.00
1	8/17/2011	1	0170801	90000033		PIS	06	0.00	13500.00	0.00	0.00	0.00
1	8/17/2011	1	0170801	90000033		COFINS	06	0.00	13500.00	0.00	0.00	0.00
1	8/30/2011	UN	0003008	1	1101	IPI	49	5.00	10.00	0.50	0.00	0.00
1	8/30/2011	UN	0003008	1	1101	PIS	06	0.00	20.00	0.34	0.00	0.00
1	8/17/2011	1	1708100	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/17/2011	1	1708100	12704	1101	PIS	06	0.00	1000.00	16.50	0.00	0.00
1	8/17/2011	1	1708100	12704	1101	COFINS	06	0.00	1000.00	76.00	0.00	0.00
1	8/17/2011	1	1708101	12704	1101	ICMS	00	17.00	1000.00	170.00	0.00	0.00
1	8/17/2011	1	1708101	12704	1101	IPI	49	5.00	1000.00	50.00	0.00	0.00
1	8/17/2011	1	1708101	12704	1101	PIS	06	0.00	1000.00	16.50	0.00	0.00
1	8/17/2011	1	1708101	12704	1101	COFINS	06	0.00	1000.00	76.00	0.00	0.00
1	8/30/2011	UN	0003008	1	1101	COFINS	06	0.00	20.00	1.52	0.00	0.00
1	8/18/2011	1	0001377	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/18/2011	1	0001377	12704	1101	PIS	06	0.00	350.00	5.78	0.00	0.00
1	8/18/2011	1	0001377	12704	1101	COFINS	06	0.00	350.00	26.60	0.00	0.00
1	8/18/2011	1	0001378	12704	1101	ICMS	00	17.00	350.00	59.50	0.00	0.00
1	8/18/2011	1	0001378	12704	1101	IPI	49	5.00	350.00	17.50	0.00	0.00
1	8/18/2011	1	0001378	12704	1101	PIS	06	0.00	350.00	0.00	0.00	0.00
1	8/18/2011	1	0001378	12704	1101	COFINS	06	0.00	350.00	0.00	0.00	0.00
1	8/18/2011	UN	0007458	1	2551	ICMS	90	0.00	0.00	0.00	0.00	7800.00
1	8/18/2011	UN	0007458	1	2551	IPI	03	0.00	0.00	0.00	0.00	7800.00
1	8/18/2011	UN	0007458	1	2551	PIS	06	0.00	7800.00	128.70	0.00	0.00
1	8/18/2011	UN	0007458	1	2551	COFINS	06	0.00	7800.00	592.80	0.00	0.00
1	8/18/2011	UN	0150811	14	3101	ICMS	90	0.00	0.00	0.00	0.00	21.14
1	8/18/2011	UN	0150811	14	3101	IPI	01	0.00	0.00	0.00	0.00	21.14
1	8/18/2011	UN	0150811	14	3101	PIS IMP	06	0.00	21.14	0.00	0.00	0.00
1	8/18/2011	UN	0150811	14	3101	COFINS IMP	06	0.00	21.14	0.00	0.00	0.00
1	8/18/2011	UN	0150815	14	3101	ICMS	00	17.00	592.93	100.80	0.00	0.00
1	8/18/2011	UN	0150815	14	3101	IPI	00	5.00	592.93	29.65	0.00	0.00
1	8/18/2011	UN	0150815	14	3101	PIS IMP	08	0.00	0.00	0.00	0.00	0.00
1	8/18/2011	UN	0150815	14	3101	COFINS IMP	08	0.00	0.00	0.00	0.00	0.00
1	8/18/2011	UN	0180811	12704	1902	ICMS	00	17.00	250.00	42.50	0.00	0.00
1	8/18/2011	UN	0180811	12704	1902	IPI	00	5.00	250.00	12.50	0.00	0.00
1	8/18/2011	UN	0180811	12704	1902	PIS	06	0.00	250.00	0.00	0.00	0.00
1	8/18/2011	UN	0180811	12704	1902	COFINS	06	0.00	250.00	0.00	0.00	0.00
1	8/18/2011	1	0201701	13	2101	ICMS	90	0.00	0.00	0.00	0.00	1653.70
1	8/18/2011	1	0201701	13	2101	IPI	01	0.00	1653.70	0.00	0.00	0.00
1	8/18/2011	1	0201701	13	2101	PIS	07	0.00	1653.70	0.00	0.00	0.00
1	8/18/2011	1	0201701	13	2101	COFINS	07	0.00	1653.70	0.00	0.00	0.00
1	8/18/2011	1	0201703	13	2101	ICMS	90	0.00	0.00	0.00	0.00	860.00
1	8/18/2011	1	0201703	13	2101	IPI	01	0.00	260.00	0.00	0.00	0.00
1	8/18/2011	1	0201703	13	2101	IPI	00	15.00	600.00	90.00	0.00	0.00
1	8/18/2011	1	0201703	13	2101	PIS	07	0.00	860.00	0.00	0.00	0.00
1	8/18/2011	1	0201703	13	2101	COFINS	07	0.00	860.00	0.00	0.00	0.00
1	8/31/2011	5	0076726	70		COFINS/ST	05	0.00	84124.56	0.00	0.00	0.00
1	8/19/2011	1	0001379	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	1	0001379	12704	1101	PIS	06	0.00	120.00	1.98	0.00	0.00
1	8/19/2011	1	0001379	12704	1101	COFINS	06	0.00	120.00	9.12	0.00	0.00
1	8/19/2011	5	0076500	70		ICMS	00	25.00	25000.00	6250.00	0.00	0.00
1	8/19/2011	5	0076500	70		IPI	50	8.00	25000.00	2000.00	0.00	0.00
1	8/19/2011	5	0076500	70		PIS	01	0.00	25000.00	412.50	0.00	0.00
1	8/19/2011	5	0076500	70		COFINS	01	0.00	25000.00	1900.00	0.00	0.00
1	8/19/2011	5	0076501	70	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076501	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076501	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076502	70	6118	ICMS	90	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076502	70	6118	IPI	51	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076502	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076502	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076503	70	6118	ICMS	90	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076503	70	6118	IPI	51	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076503	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076503	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076504	70	6118	ICMS	90	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076504	70	6118	IPI	51	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076504	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076504	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076505	13		ICMS	40	0.00	0.00	0.00	64472.50	0.00
1	8/19/2011	5	0076505	13		IPI	52	0.00	0.00	0.00	64472.50	0.00
1	8/19/2011	5	0076505	13		PIS	01	0.00	64472.50	1063.80	0.00	0.00
1	8/19/2011	5	0076505	13		COFINS	01	0.00	64472.50	4899.91	0.00	0.00
1	8/19/2011	5	0076506	70	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076506	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076506	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076507	70	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076507	70	6118	PIS	08	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076507	70	6118	COFINS	08	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076508	70	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076508	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076508	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076509	70	6118	ICMS	90	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076509	70	6118	IPI	51	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076509	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076509	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076510	70	6118	ICMS	90	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076510	70	6118	IPI	51	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076510	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076510	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076511	70	6118	ICMS	90	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076511	70	6118	IPI	51	0.00	0.00	0.00	0.00	2912399.00
1	8/19/2011	5	0076511	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076511	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076512	70		ICMS	00	25.00	12.00	3.00	0.00	0.00
1	8/19/2011	5	0076512	70		IPI	51	0.00	0.00	0.00	0.00	12.00
