Estabelecimento	Série	Nota Fiscal	Emitente	Nat. Operação	Data NF	Sequência	Item	Descrição	Valor Total	Conta Contábil	Centro de Custo	Quantidade	Unidade Medida	Origem	Código Serviço	Registro de Exportação	Tipo de Serviço
1	1	0001448	12704	111faf	8/31/2011	1	.compras	.Compras - Projeto 87	50.00	413050100000503	010701010000101	10.00	PC	1			
1	1	0001448	12704	111faf	8/31/2011	2	.compras	.Compras - Projeto 87	90.00	413050100000503	010701010000101	15.00	PC	1			
1	1	0001449	12704	111far	8/31/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	10.00	PC	1			
1	1	0001449	12704	111far	8/31/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	15.00	PC	1			
1	un	0003208	1	111faf	8/31/2011	1	.compras	.Compras - Projeto 87	10.00	413050100000503	010701010000101	10.00	pc	1			
1	un	0003308	1	111faf	8/31/2011	1	.compras	.Compras - Projeto 87	10.00	413050100000503	010701010000101	10.00	pc	1			
1	un	0003408	1	111faf	8/31/2011	1	.compras	.Compras - Projeto 87	10.00	413050100000503	010701010000101	10.00	pc	1			
1	un	0032081	1	111far	8/31/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	10.00	pc	1			
1	un	0033081	1	111far	8/31/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	10.00	pc	1			
1	5	0076726	70	6123	8/31/2011	1	13c	ITEM CONTROLE CONSIGNADO	25000.00			1.00	KG	1			
1	5	0076726	70	6123	8/31/2011	2	13f	ITEM CONTROLE TOTAL	28000.57			1.00	KG	1			
1	5	0076726	70	6123	8/31/2011	3	13t	ITEM CONTROLE TOTAL	29123.99			1.00	KG	1			
1	5	0076727	81	6123	8/31/2011	1	13c	ITEM CONTROLE CONSIGNADO	25000.00			1.00	KG	1			
1	5	0076727	81	6123	8/31/2011	2	13f	ITEM CONTROLE TOTAL	28000.57			1.00	KG	1			
1	5	0076727	81	6123	8/31/2011	3	13t	ITEM CONTROLE TOTAL	29123.99			1.00	KG	1			
1	5	0076728	81	6123	8/31/2011	1	13c	ITEM CONTROLE CONSIGNADO	25000.00			1.00	KG	1			
1	5	0076728	81	6123	8/31/2011	2	13f	ITEM CONTROLE TOTAL	28000.57			1.00	KG	1			
1	5	0076728	81	6123	8/31/2011	3	13t	ITEM CONTROLE TOTAL	29123.99			1.00	KG	1			
1	5	0076729	22	6123	8/31/2011	1	13c	ITEM CONTROLE CONSIGNADO	122.00			1.00	KG	1			
1	5	0076729	22	6123	8/31/2011	2	13ff	ITEM CONTROLE FISICO	444.00			2.00	KG	1			
1	5	0076729	22	6123	8/31/2011	3	DD	Material D.Direto - TRIBUTADO	1221.00			11.00	pc	0			
1	5	0076729	22	6123	8/31/2011	4	13d	ITEM D¿BITO DIRETO	22.00			1.00	pc	1			
1	5	0076730	83	611FAF	8/31/2011	1	13C	ITEM CONTROLE CONSIGNADO	242500.00			10.00	KG	1			
1	5	0076730	83	611FAF	8/31/2011	2	13T	ITEM CONTROLE TOTAL	282502.70			10.00	KG	1			
1	5	0076730	83	611FAF	8/31/2011	3	13F	ITEM CONTROLE TOTAL	271605.50			10.00	KG	1			
1	5	0076730	83	611FAF	8/31/2011	4	P2	ITEM COMPOSTO - PAI N?O BAIXA ESTOQUE -  FILHOS BAIXAM	6285.60			10.00	KG	0			
1	5	0076730	83	611FAF	8/31/2011	5	REF	ITEM CONTROLE POR REFERENCIA	989.40			10.00	KG	0			
1	5	0076730	83	611FAF	8/31/2011	6	CONF	ITEM CONTROLE CONFIGURADO	989.40			10.00	KG	1			
1	5	0076730	83	611FAF	8/31/2011	7	13T	ITEM CONTROLE TOTAL	141251.35			5.00	KG	1			
1	11	0290857	13	611-IE	8/31/2011	3	.COMPRAS	.Compras - Projeto 87	1230.00			3.00	pc	1			
1	11	0290857	13	611-IE	8/31/2011	4	DD	Material D.Direto - TRIBUTADO	360.00			3.00	pc	0			
1	11	0290857	13	611-IE	8/31/2011	5	.DANFE	.DANF-e-.DANF-e-.DANF-e-.DANF-e.DANF-e-.DANF-e-.DANF-e-.DAN.	630.00			1.00	KG	0			
1	11	0290857	13	611-IE	8/31/2011	6	40T	ITEM CONTROLE TOTAL	1206.00			6.00	KG	1			
1	11	0290857	13	611-IE	8/31/2011	7	.DANFE-TamanhoCP	.DANFE-OUTROS/.DANFE-OUTROS/.DANFE-OUTROS/.DANFE-OUTROS/.DAN	1280.00			4.00	pc	0			
1	11	0290857	13	611-IE	8/31/2011	8	.DANF-e	.DANF-e	6027.00			41.00	KG	0			
1	11	0290857	13	611-IE	8/31/2011	9	.compras.fisico	.Compras Controle Fisico - Projeto 87	20.00			1.00	pc	1			
1	5	0310801	90000033	210204	8/31/2011	1	TRIGO	TRIGO A GRANEL - ORIGINACAO DE GRAOS	1431.67	112510100000101	660004010000004	0.00	KG	0			
1	un	0340801	1	111faf	8/31/2011	1	.compras	.Compras - Projeto 87	1.00	413050100000503	010701010000101	10.00	pc	1			
1	un	3108001	12704	111faf	8/31/2011	1	.compras	.Compras - Projeto 87	2500.00	413050100000503	010701010000101	100.00	PC	1			
